Arrival_ID	Date	Mandi_ID	Crop_Name	Variety	Arrival_Quantity_Quintals	Arrival_Quantity_Mt	Arrival_Quantity_Kg	Reported_Quantity	Reported_Unit	Farmer_Count	Is_Arrival_ID_Imputed	Is_Quantity_Negative_Flag
ARR0010757	23-06-2026	MANDI001	Maize	Local	280.8	28.08	28080	28080	Kilogram		FALSE	FALSE
ARR0003508	29-07-2026	MANDI001	Paddy	Hybrid	227.69	22.769	22769	227.69	Quintal	119	FALSE	FALSE
ARR0020829	08-01-2026	MANDI001	Rice	Local	63.49	6.349	6349	6349	Kilogram	16	FALSE	FALSE
ARR0023981	18-08-2026	MANDI001	Cotton	Pusa-1121	124.21	12.421	12421	12421	Kilogram	142	FALSE	FALSE
ARR0012087	13-06-2026	MANDI001	Cotton		338.76	33.876	33876	338.76	Quintal	5	FALSE	TRUE
ARR0024877	01-01-2026	MANDI001	Maize	Hybrid	137.83	13.783	13783	13.783	Metric Tonne		FALSE	FALSE
ARR0020485	03-06-2026	MANDI001	Mustard	HD-2967	364.42	36.442	36442	36442	Kilogram		FALSE	FALSE
ARR0002107	18-07-2026	MANDI001	Wheat	HD-2967	144.21	14.421	14421	14421	Kilogram	88	FALSE	FALSE
ARR0022335	29-03-2026	MANDI001	Sugarcane	HD-2967	268.19	26.819	26819	268.19	Quintal		FALSE	FALSE
ARR0018042	14-07-2026	MANDI001	Sugarcane	Pusa-1121	397.77	39.777	39777	39.777	Metric Tonne		FALSE	FALSE
ARR0016807	28-03-2026	MANDI001	Sugarcane		101.94	10.194	10194	10.194	Metric Tonne	32	FALSE	FALSE
ARR0018276	24-07-2026	MANDI001	Wheat	HD-2967	447.98	44.798	44798	44.798	Metric Tonne	21	FALSE	FALSE
ARR0000701	02-09-2026	MANDI001	Wheat	Local	436.23	43.623	43623	436.23	Quintal	145	FALSE	FALSE
ARR0014334	02-06-2026	MANDI001	Mustard		455.6	45.56	45560	45560	Kilogram	138	FALSE	FALSE
ARR0019292	05-08-2026	MANDI001	Sugarcane	Hybrid	420.7	42.07	42070	42.07	Metric Tonne	100	FALSE	FALSE
ARR0013006	28-02-2026	MANDI001	Cotton		22.69	2.269	2269	22.69	Quintal	60	FALSE	TRUE
ARR0013988	17-01-2026	MANDI001	Mustard	HD-2967	355.37	35.537	35537	355.37	Quintal	120	FALSE	FALSE
ARR0011550	25-05-2026	MANDI001	Mustard	Hybrid	191.81	19.181	19181	19181	Kilogram	139	FALSE	FALSE
ARR0022220	30-08-2026	MANDI001	Sugarcane	Premium	94.71	9.471	9471	94.71	Quintal		FALSE	FALSE
ARR0012290	27-08-2026	MANDI001	Basmati Rice	HD-2967	462.46	46.246	46246	462.46	Quintal	53	FALSE	FALSE
ARR0012078	15-04-2026	MANDI001	Rice	PBW-343	340.5	34.05	34050	340.5	Quintal	72	FALSE	FALSE
ARR0016201	19-06-2026	MANDI001	Mustard		288.25	28.825	28825	288.25	Quintal		FALSE	FALSE
ARR0000287	02-04-2026	MANDI001	Wheat		339.1	33.91	33910	33910	Kilogram	30	FALSE	FALSE
ARR0005316	21-03-2026	MANDI001	Mustard	Premium	206.33	20.633	20633	206.33	Quintal	112	FALSE	FALSE
ARR0023758	15-02-2026	MANDI001	Cotton	Premium	232.71	23.271	23271	23271	Kilogram	77	FALSE	FALSE
ARR0005124	27-01-2026	MANDI001	Maize	Pusa-1121	92.59	9.259	9259	92.59	Quintal	79	FALSE	FALSE
ARR0006493	27-03-2026	MANDI001	Maize	Hybrid	429.77	42.977	42977	429.77	Quintal	60	FALSE	FALSE
ARR0024089	09-03-2026	MANDI001	Mustard	PBW-343	188.09	18.809	18809	188.09	Quintal	135	FALSE	FALSE
ARR0020964	30-04-2026	MANDI001	Sugarcane		84.18	8.418	8418	84.18	Quintal	15	FALSE	TRUE
ARR0012813	06-01-2026	MANDI001	Maize	Premium	269.25	26.925	26925	26925	Kilogram		FALSE	FALSE
ARR0007415	03-08-2026	MANDI001	Maize		246.62	24.662	24662	24.662	Metric Tonne	150	FALSE	FALSE
ARR0024876	05-02-2026	MANDI001	Sugarcane	PBW-343	43.8	4.38	4380	43.8	Quintal	79	FALSE	FALSE
ARR0018961	29-08-2026	MANDI001	Paddy	PBW-343	361.65	36.165	36165	36165	Kilogram	66	FALSE	FALSE
ARR0000568	31-05-2026	MANDI001	Cotton	Hybrid	464.48	46.448	46448	46448	Kilogram	46	FALSE	FALSE
ARR0004617	09-03-2026	MANDI001	Maize		346.16	34.616	34616	346.16	Quintal		FALSE	FALSE
ARR0002508	17-06-2026	MANDI001	Maize	Local	188.28	18.828	18828	18.828	Metric Tonne	36	FALSE	FALSE
ARR0007463	24-08-2026	MANDI001	Rice	Local	471.68	47.168	47168	471.68	Quintal	38	FALSE	FALSE
ARR0006731	11-02-2026	MANDI001	Rice	Local	429.66	42.966	42966	42966	Kilogram	126	FALSE	FALSE
ARR0017705	28-05-2026	MANDI001	Mustard	Premium	281.53	28.153	28153	281.53	Quintal		FALSE	FALSE
ARR0004753	15-05-2026	MANDI001	Maize	Local	286.32	28.632	28632	28.632	Metric Tonne	33	FALSE	FALSE
ARR0002671	28-04-2026	MANDI001	Sugarcane	Local	60.68	6.068	6068	6.068	Metric Tonne	59	FALSE	FALSE
ARR0002946	15-05-2026	MANDI001	Cotton		491.87	49.187	49187	491.87	Quintal	149	FALSE	TRUE
ARR0013286	07-06-2026	MANDI001	Sugarcane	Pusa-1121	66.63	6.663	6663	6.663	Metric Tonne	34	FALSE	FALSE
ARR0024095	11-07-2026	MANDI001	Rice	Premium	314.83	31.483	31483	31483	Kilogram	64	FALSE	FALSE
ARR0010956	16-08-2026	MANDI001	Maize	Premium	452.73	45.273	45273	45273	Kilogram	121	FALSE	FALSE
ARR0015775	03-04-2026	MANDI001	Wheat	Pusa-1121	364.25	36.425	36425	364.25	Quintal	132	FALSE	FALSE
ARR0017870	23-01-2026	MANDI001	Paddy	Pusa-1121	218.23	21.823	21823	21.823	Metric Tonne	107	FALSE	FALSE
ARR0000248	23-06-2026	MANDI001	Maize	HD-2967	112.75	11.275	11275	11.275	Metric Tonne	47	FALSE	FALSE
ARR0008631	01-09-2026	MANDI001	Wheat		105.39	10.539	10539	105.39	Quintal	126	FALSE	FALSE
ARR0001725	29-06-2026	MANDI001	Maize	HD-2967	377.8	37.78	37780	37780	Kilogram	45	FALSE	FALSE
ARR0010501	20-02-2026	MANDI001	Wheat	HD-2967	465.31	46.531	46531	465.31	Quintal	69	FALSE	FALSE
ARR0001904	29-07-2026	MANDI001	Cotton	Hybrid	469.16	46.916	46916	46.916	Metric Tonne		FALSE	FALSE
ARR0019128	19-01-2026	MANDI001	Maize	Local	60.84	6.084	6084	60.84	Quintal		FALSE	FALSE
ARR0000445	14-02-2026	MANDI001	Maize	Pusa-1121	466.85	46.685	46685	46.685	Metric Tonne	84	FALSE	FALSE
ARR0001271	13-03-2026	MANDI001	Rice	Hybrid	477.6	47.76	47760	47760	Kilogram	131	FALSE	FALSE
ARR0018347	06-02-2026	MANDI001	Wheat	PBW-343	191.57	19.157	19157	191.57	Quintal	45	FALSE	FALSE
ARR0019960	08-05-2026	MANDI001	Rice	HD-2967	344.23	34.423	34423	34423	Kilogram		FALSE	FALSE
ARR0001262	20-01-2026	MANDI001	Cotton	Local	97.01	9.701	9701	97.01	Quintal		FALSE	FALSE
ARR0022179	19-03-2026	MANDI001	Wheat	Hybrid	399.86	39.986	39986	39.986	Metric Tonne	44	FALSE	FALSE
ARR0008627	08-07-2026	MANDI001	Mustard		83.98	8.398	8398	83.98	Quintal	94	FALSE	FALSE
ARR0013635	13-03-2026	MANDI001	Paddy	Premium	92.95	9.295	9295	92.95	Quintal	79	FALSE	FALSE
ARR0014191	02-07-2026	MANDI001	Paddy		70.89	7.089	7089	70.89	Quintal	6	FALSE	TRUE
ARR0019209	23-03-2026	MANDI001	Paddy	Hybrid	136.64	13.664	13664	13.664	Metric Tonne	116	FALSE	FALSE
ARR0016297	21-02-2026	MANDI001	Mustard	HD-2967	378.13	37.813	37813	37813	Kilogram	30	FALSE	FALSE
ARR0005088	20-08-2026	MANDI001	Cotton	HD-2967	246.85	24.685	24685	24.685	Metric Tonne	15	FALSE	FALSE
ARR0003899	14-04-2026	MANDI001	Maize	Hybrid	400.76	40.076	40076	40.076	Metric Tonne	38	FALSE	FALSE
ARR0003933	16-07-2026	MANDI001	Maize	HD-2967	445.79	44.579	44579	445.79	Quintal	121	FALSE	FALSE
ARR0009994	20-06-2026	MANDI001	Maize		138.45	13.845	13845	13845	Kilogram	56	FALSE	FALSE
ARR0010548	25-01-2026	MANDI001	Rice	PBW-343	116.52	11.652	11652	11.652	Metric Tonne	64	FALSE	FALSE
ARR0014061	07-08-2026	MANDI001	Cotton	PBW-343	46	4.6	4600	4600	Kilogram	92	FALSE	FALSE
ARR0021074	06-04-2026	MANDI001	Paddy	Pusa-1121	194.37	19.437	19437	19.437	Metric Tonne	85	FALSE	FALSE
ARR_IMP00179	07-06-2026	MANDI001	Sugarcane	Hybrid	103.19	10.319	10319	103.19	Quintal	140	TRUE	FALSE
ARR0015881	17-08-2026	MANDI001	Maize	Pusa-1121	460.49	46.049	46049	460.49	Quintal	44	FALSE	FALSE
ARR0011673	20-07-2026	MANDI001	Sugarcane	HD-2967	58.06	5.806	5806	5.806	Metric Tonne	124	FALSE	FALSE
ARR0001249	06-03-2026	MANDI001	Wheat	Local	81.51	8.151	8151	8.151	Metric Tonne	90	FALSE	FALSE
ARR0016555	20-08-2026	MANDI001	Rice	Premium	115.57	11.557	11557	11557	Kilogram	96	FALSE	FALSE
ARR0014665	05-01-2026	MANDI001	Mustard	Local	491.06	49.106	49106	49106	Kilogram	43	FALSE	FALSE
ARR0016836	17-04-2026	MANDI001	Wheat	HD-2967	50.98	5.098	5098	50.98	Quintal	91	FALSE	FALSE
ARR0024833	07-02-2026	MANDI001	Sugarcane	Pusa-1121	397.94	39.794	39794	39.794	Metric Tonne	144	FALSE	FALSE
ARR0013963	26-03-2026	MANDI001	Wheat	Local	465.26	46.526	46526	465.26	Quintal	37	FALSE	FALSE
ARR0004992	28-01-2026	MANDI001	Sugarcane	Premium	223.06	22.306	22306	22306	Kilogram	119	FALSE	FALSE
ARR0011492	17-04-2026	MANDI001	Sugarcane	HD-2967	450.86	45.086	45086	45086	Kilogram	87	FALSE	FALSE
ARR0012481	06-03-2026	MANDI001	Maize	Hybrid	156.94	15.694	15694	15694	Kilogram		FALSE	FALSE
ARR0004180	05-07-2026	MANDI001	Sugarcane	Local	370.42	37.042	37042	370.42	Quintal	86	FALSE	FALSE
ARR0008389	05-09-2026	MANDI001	Mustard	Local	376.35	37.635	37635	376.35	Quintal	75	FALSE	FALSE
ARR0001120	22-08-2026	MANDI001	Mustard	Local	349.34	34.934	34934	349.34	Quintal	130	FALSE	FALSE
ARR0018035	29-05-2026	MANDI001	Wheat	Hybrid	234.46	23.446	23446	23446	Kilogram	67	FALSE	FALSE
ARR0001095	26-02-2026	MANDI001	Maize	Hybrid	129.4	12.94	12940	129.4	Quintal	137	FALSE	FALSE
ARR0022899	09-07-2026	MANDI001	Sugarcane	HD-2967	392.18	39.218	39218	39218	Kilogram	118	FALSE	FALSE
ARR0007239	02-07-2026	MANDI001	Wheat		476.25	47.625	47625	476.25	Quintal	140	FALSE	FALSE
ARR0018485	31-05-2026	MANDI001	Mustard		200.41	20.041	20041	200.41	Quintal	112	FALSE	FALSE
ARR0013042	20-07-2026	MANDI001	Cotton	Premium	288.01	28.801	28801	288.01	Quintal	49	FALSE	FALSE
ARR0020282	09-05-2026	MANDI001	Maize	HD-2967	1.7944	0.1794	179.44	179.44	Kilogram	95	FALSE	TRUE
ARR0008487	21-04-2026	MANDI001	Mustard	PBW-343	35.34	3.534	3534	35.34	Quintal		FALSE	FALSE
ARR0014826	14-07-2026	MANDI001	Mustard	Hybrid	361.46	36.146	36146	361.46	Quintal	13	FALSE	FALSE
ARR0013189	02-05-2026	MANDI001	Mustard	PBW-343	321.04	32.104	32104	32104	Kilogram	66	FALSE	FALSE
ARR0000461	22-02-2026	MANDI001	Wheat	Pusa-1121	327.71	32.771	32771	327.71	Quintal	121	FALSE	FALSE
ARR0000829	13-01-2026	MANDI001	Wheat	HD-2967	85.15	8.515	8515	8515	Kilogram	105	FALSE	FALSE
ARR0015134	29-07-2026	MANDI001	Paddy	Premium	353.76	35.376	35376	353.76	Quintal	125	FALSE	FALSE
ARR0016255	26-07-2026	MANDI001	Rice	PBW-343	137.4	13.74	13740	13.74	Metric Tonne		FALSE	FALSE
ARR0020465	17-03-2026	MANDI001	Wheat	HD-2967	394.23	39.423	39423	394.23	Quintal		FALSE	FALSE
ARR0003382	25-07-2026	MANDI001	Wheat	HD-2967	10.74	1.074	1074	1074	Kilogram	71	FALSE	FALSE
ARR0012958	13-06-2026	MANDI001	Maize	PBW-343	20.11	2.011	2011	2011	Kilogram	123	FALSE	FALSE
ARR0015869	30-06-2026	MANDI001	Rice	Premium	466.45	46.645	46645	466.45	Quintal	75	FALSE	FALSE
ARR0004634	04-01-2026	MANDI001	Sugarcane	Hybrid	431.21	43.121	43121	43121	Kilogram	115	FALSE	FALSE
ARR0003754	05-03-2026	MANDI001	Paddy	HD-2967	445.25	44.525	44525	445.25	Quintal	91	FALSE	FALSE
ARR0002558	09-08-2026	MANDI001	Mustard		12	1.2	1200	12	Quintal	123	FALSE	FALSE
ARR0021273	17-02-2026	MANDI001	Wheat	Pusa-1121	142.75	14.275	14275	14.275	Metric Tonne	114	FALSE	FALSE
ARR0008169	22-07-2026	MANDI001	Maize		460.56	46.056	46056	460.56	Quintal	13	FALSE	FALSE
ARR0013927	29-01-2026	MANDI001	Maize	Hybrid	253.5	25.35	25350	25350	Kilogram	55	FALSE	FALSE
ARR0003454	07-07-2026	MANDI001	Mustard	PBW-343	96.86	9.686	9686	9.686	Metric Tonne	141	FALSE	FALSE
ARR0017151	05-08-2026	MANDI001	Mustard	Local	61.02	6.102	6102	61.02	Quintal	141	FALSE	FALSE
ARR0010922	13-07-2026	MANDI001	Mustard	Premium	19.39	1.939	1939	19.39	Quintal	66	FALSE	FALSE
ARR0022895	15-08-2026	MANDI001	Sugarcane	HD-2967	284.07	28.407	28407	28.407	Metric Tonne	14	FALSE	FALSE
ARR0000162	28-04-2026	MANDI001	Paddy	HD-2967	469.21	46.921	46921	469.21	Quintal	146	FALSE	TRUE
ARR0006975	31-01-2026	MANDI001	Sugarcane	Premium	311.57	31.157	31157	31157	Kilogram	83	FALSE	FALSE
ARR0003303	07-05-2026	MANDI001	Cotton	Local	437.94	43.794	43794	437.94	Quintal	58	FALSE	FALSE
ARR0000530	25-02-2026	MANDI001	Paddy	Hybrid	263.9	26.39	26390	26390	Kilogram	53	FALSE	FALSE
ARR0004969	29-04-2026	MANDI001	Mustard	Pusa-1121	83.65	8.365	8365	8.365	Metric Tonne	127	FALSE	FALSE
ARR0019306	26-07-2026	MANDI001	Sugarcane		101.73	10.173	10173	10173	Kilogram	76	FALSE	FALSE
ARR0001331	19-01-2026	MANDI001	Mustard	PBW-343	138.03	13.803	13803	138.03	Quintal		FALSE	FALSE
ARR0014141	09-06-2026	MANDI001	Wheat	PBW-343	402.37	40.237	40237	40237	Kilogram	111	FALSE	FALSE
ARR0014360	09-08-2026	MANDI001	Wheat		186.5	18.65	18650	18650	Kilogram	23	FALSE	FALSE
ARR0013478	10-07-2026	MANDI001	Wheat	Hybrid	221.48	22.148	22148	22148	Kilogram	134	FALSE	FALSE
ARR0015732	17-05-2026	MANDI001	Paddy	PBW-343	409.01	40.901	40901	409.01	Quintal	33	FALSE	FALSE
ARR0015191	04-07-2026	MANDI001	Maize	HD-2967	66.32	6.632	6632	66.32	Quintal	75	FALSE	FALSE
ARR0021511	20-04-2026	MANDI001	Mustard		369.57	36.957	36957	36957	Kilogram	126	FALSE	FALSE
ARR0010180	02-09-2026	MANDI001	Maize	Premium	461.15	46.115	46115	46.115	Metric Tonne	126	FALSE	FALSE
ARR0002693	28-06-2026	MANDI001	Wheat	Hybrid	239.69	23.969	23969	23.969	Metric Tonne		FALSE	FALSE
ARR0005517	08-06-2026	MANDI001	Maize	Local	172.84	17.284	17284	17.284	Metric Tonne	116	FALSE	FALSE
ARR0011782	01-07-2026	MANDI001	Rice		236.59	23.659	23659	236.59	Quintal	50	FALSE	TRUE
ARR0007814	19-07-2026	MANDI001	Maize	Pusa-1121	339.43	33.943	33943	339.43	Quintal		FALSE	FALSE
ARR0019246	10-04-2026	MANDI001	Mustard	Premium	481.75	48.175	48175	481.75	Quintal	80	FALSE	FALSE
ARR0009290	13-06-2026	MANDI001	Cotton		381.59	38.159	38159	381.59	Quintal	90	FALSE	FALSE
ARR0020850	12-08-2026	MANDI001	Maize		200.81	20.081	20081	20.081	Metric Tonne		FALSE	FALSE
ARR0023360	23-08-2026	MANDI001	Maize	PBW-343	206.44	20.644	20644	20.644	Metric Tonne	67	FALSE	FALSE
ARR0017341	25-05-2026	MANDI001	Maize	PBW-343	270.74	27.074	27074	270.74	Quintal		FALSE	FALSE
ARR0011180	22-05-2026	MANDI001	Cotton	Local	79.4	7.94	7940	7940	Kilogram	134	FALSE	FALSE
ARR0012582	09-01-2026	MANDI001	Rice	Local	121.83	12.183	12183	121.83	Quintal	139	FALSE	FALSE
ARR0016900	26-08-2026	MANDI001	Wheat	HD-2967	4.7582	0.4758	475.82	475.82	Kilogram	141	FALSE	TRUE
ARR0007140	21-01-2026	MANDI001	Mustard	Local	12.3	1.23	1230	1230	Kilogram	43	FALSE	FALSE
ARR0015468	01-08-2026	MANDI001	Mustard	HD-2967	214.02	21.402	21402	21.402	Metric Tonne	15	FALSE	FALSE
ARR0021771	10-04-2026	MANDI001	Paddy	PBW-343	195.06	19.506	19506	19.506	Metric Tonne	126	FALSE	FALSE
ARR0002319	26-04-2026	MANDI001	Cotton	Premium	226.07	22.607	22607	226.07	Quintal	82	FALSE	FALSE
ARR0000179	30-05-2026	MANDI001	Maize	PBW-343	212.77	21.277	21277	212.77	Quintal	102	FALSE	FALSE
ARR0006166	27-03-2026	MANDI001	Sugarcane	Premium	462.84	46.284	46284	462.84	Quintal	130	FALSE	FALSE
ARR0004609	13-03-2026	MANDI001	Mustard	Hybrid	418.39	41.839	41839	418.39	Quintal	128	FALSE	FALSE
ARR0011470	23-03-2026	MANDI001	Mustard	HD-2967	246.76	24.676	24676	24676	Kilogram		FALSE	FALSE
ARR0008220	28-03-2026	MANDI001	Sugarcane	HD-2967	71	7.1	7100	7.1	Metric Tonne		FALSE	FALSE
ARR0017860	06-06-2026	MANDI001	Wheat	HD-2967	110.52	11.052	11052	11.052	Metric Tonne	37	FALSE	FALSE
ARR0000989	26-05-2026	MANDI001	Cotton		88.07	8.807	8807	88.07	Quintal	67	FALSE	FALSE
ARR0016139	29-04-2026	MANDI001	Maize		205.97	20.597	20597	205.97	Quintal	49	FALSE	FALSE
ARR0009005	18-05-2026	MANDI001	Maize	PBW-343	348.24	34.824	34824	348.24	Quintal	123	FALSE	FALSE
ARR0007177	01-09-2026	MANDI001	Sugarcane	Premium	355.3	35.53	35530	35.53	Metric Tonne	100	FALSE	FALSE
ARR0023420	22-01-2026	MANDI001	Wheat		281.75	28.175	28175	28175	Kilogram	97	FALSE	FALSE
ARR0019772	30-08-2026	MANDI001	Rice	Pusa-1121	216.2	21.62	21620	21620	Kilogram	83	FALSE	FALSE
ARR0012953	21-03-2026	MANDI001	Wheat	PBW-343	355.28	35.528	35528	355.28	Quintal	146	FALSE	FALSE
ARR_IMP00201	02-05-2026	MANDI001	Maize		395.54	39.554	39554	395.54	Quintal	129	TRUE	FALSE
ARR0017584	31-08-2026	MANDI001	Maize	HD-2967	207.35	20.735	20735	207.35	Quintal	71	FALSE	FALSE
ARR0004848	04-06-2026	MANDI001	Mustard	Premium	475.95	47.595	47595	47595	Kilogram	118	FALSE	FALSE
ARR0011282	21-06-2026	MANDI001	Wheat	Premium	491.27	49.127	49127	491.27	Quintal	15	FALSE	FALSE
ARR0023221	16-06-2026	MANDI001	Rice	Pusa-1121	162.84	16.284	16284	162.84	Quintal	137	FALSE	FALSE
ARR0011646	10-05-2026	MANDI001	Maize		404.08	40.408	40408	40.408	Metric Tonne		FALSE	FALSE
ARR0006373	04-08-2026	MANDI001	Mustard	Local	12.09	1.209	1209	1.209	Metric Tonne		FALSE	FALSE
ARR0014452	12-07-2026	MANDI001	Wheat	PBW-343	38.11	3.811	3811	38.11	Quintal	135	FALSE	FALSE
ARR0000997	28-02-2026	MANDI001	Maize	HD-2967	474.62	47.462	47462	47.462	Metric Tonne		FALSE	FALSE
ARR0022300	27-08-2026	MANDI001	Cotton	Hybrid	81.39	8.139	8139	81.39	Quintal	109	FALSE	TRUE
ARR0002395	19-07-2026	MANDI001	Paddy		433.77	43.377	43377	43377	Kilogram	81	FALSE	FALSE
ARR0003083	04-02-2026	MANDI001	Sugarcane	PBW-343	88.28	8.828	8828	88.28	Quintal	55	FALSE	TRUE
ARR0018325	19-05-2026	MANDI001	Rice	Premium	473.64	47.364	47364	47364	Kilogram	52	FALSE	FALSE
ARR0009169	02-01-2026	MANDI001	Sugarcane	Local	112.05	11.205	11205	112.05	Quintal		FALSE	FALSE
ARR0000197	20-05-2026	MANDI001	Cotton	HD-2967	76.9	7.69	7690	76.9	Quintal	118	FALSE	FALSE
ARR0011271	30-06-2026	MANDI001	Wheat	HD-2967	415.03	41.503	41503	41503	Kilogram	67	FALSE	FALSE
ARR0008511	18-07-2026	MANDI001	Wheat	Local	249.28	24.928	24928	249.28	Quintal		FALSE	TRUE
ARR0004100	17-04-2026	MANDI001	Maize	Local	38.07	3.807	3807	38.07	Quintal		FALSE	FALSE
ARR0008298	24-01-2026	MANDI001	Sugarcane	PBW-343	306.59	30.659	30659	306.59	Quintal	135	FALSE	FALSE
ARR0021927	05-07-2026	MANDI001	Mustard	Local	68.56	6.856	6856	68.56	Quintal	65	FALSE	FALSE
ARR0002595	10-08-2026	MANDI001	Wheat	Local	341.38	34.138	34138	341.38	Quintal	43	FALSE	FALSE
ARR0001561	04-05-2026	MANDI001	Mustard	Local	384.51	38.451	38451	38451	Kilogram	118	FALSE	FALSE
ARR0002697	07-03-2026	MANDI001	Mustard	PBW-343	3.0093	0.3009	300.93	300.93	Kilogram	111	FALSE	TRUE
ARR0001507	11-02-2026	MANDI001	Mustard	Local	346.26	34.626	34626	346.26	Quintal		FALSE	FALSE
ARR0009809	03-06-2026	MANDI001	Sugarcane		244.45	24.445	24445	244.45	Quintal	57	FALSE	FALSE
ARR0023080	30-08-2026	MANDI001	Maize		42.8	4.28	4280	42.8	Quintal	101	FALSE	FALSE
ARR0024761	21-02-2026	MANDI001	Cotton	Hybrid	238.42	23.842	23842	23.842	Metric Tonne	112	FALSE	FALSE
ARR0017226	21-01-2026	MANDI001	Mustard		181.62	18.162	18162	18162	Kilogram	81	FALSE	FALSE
ARR0012692	24-05-2026	MANDI001	Sugarcane		136.25	13.625	13625	136.25	Quintal	45	FALSE	FALSE
ARR0024997	05-09-2026	MANDI001	Mustard	Premium	392.94	39.294	39294	39294	Kilogram	32	FALSE	FALSE
ARR0016606	02-02-2026	MANDI001	Sugarcane		188.29	18.829	18829	188.29	Quintal	92	FALSE	FALSE
ARR0000027	04-08-2026	MANDI001	Sugarcane	HD-2967	474.55	47.455	47455	474.55	Quintal	28	FALSE	FALSE
ARR0019799	21-08-2026	MANDI001	Mustard	PBW-343	80.09	8.009	8009	80.09	Quintal		FALSE	FALSE
ARR0008587	19-06-2026	MANDI001	Cotton		97.65	9.765	9765	9765	Kilogram	136	FALSE	FALSE
ARR0023097	04-06-2026	MANDI001	Sugarcane	Hybrid	431.05	43.105	43105	43.105	Metric Tonne	122	FALSE	FALSE
ARR0003028	21-06-2026	MANDI001	Maize	Premium	29.25	2.925	2925	2.925	Metric Tonne	50	FALSE	FALSE
ARR0023649	26-01-2026	MANDI001	Maize	PBW-343	45.7	4.57	4570	45.7	Quintal	103	FALSE	FALSE
ARR0024007	05-11-2026	MANDI001	Wheat	HD-2967	154.45	15.445	15445	15445	Kilogram	147	FALSE	FALSE
ARR_IMP00048	24-03-2026	MANDI001	Paddy	Local	242.28	24.228	24228	242.28	Quintal	50	TRUE	FALSE
ARR0001937	29-07-2026	MANDI001	Basmati Rice	Pusa-1121	201.95	20.195	20195	201.95	Quintal	57	FALSE	FALSE
ARR0006741	06-07-2026	MANDI001	Wheat	Hybrid	315.91	31.591	31591	31591	Kilogram	34	FALSE	FALSE
ARR0022119	20-03-2026	MANDI001	Sugarcane		409.74	40.974	40974	409.74	Quintal	38	FALSE	FALSE
ARR0014790	17-01-2026	MANDI001	Mustard		236.03	23.603	23603	236.03	Quintal		FALSE	FALSE
ARR0013713	17-07-2026	MANDI001	Paddy	PBW-343	56.06	5.606	5606	56.06	Quintal	132	FALSE	FALSE
ARR0014300	20-05-2026	MANDI001	Maize		438.74	43.874	43874	43874	Kilogram	51	FALSE	FALSE
ARR0019651	19-05-2026	MANDI001	Wheat	Hybrid	195.9	19.59	19590	19590	Kilogram	35	FALSE	FALSE
ARR0012253	04-02-2026	MANDI001	Cotton	Premium	338.35	33.835	33835	338.35	Quintal	120	FALSE	FALSE
ARR0004601	10-08-2026	MANDI001	Paddy		159.85	15.985	15985	159.85	Quintal	21	FALSE	FALSE
ARR0010266	21-02-2026	MANDI001	Wheat	Hybrid	397.18	39.718	39718	39718	Kilogram		FALSE	FALSE
ARR0014297	19-05-2026	MANDI001	Cotton	PBW-343	164.83	16.483	16483	164.83	Quintal	112	FALSE	FALSE
ARR0014721	01-08-2026	MANDI001	Maize	Pusa-1121	289.39	28.939	28939	289.39	Quintal	100	FALSE	FALSE
ARR0002154	20-03-2026	MANDI001	Basmati Rice	HD-2967	396.46	39.646	39646	39646	Kilogram	61	FALSE	FALSE
ARR0020764	20-05-2026	MANDI001	Paddy	Pusa-1121	415	41.5	41500	41500	Kilogram	60	FALSE	FALSE
ARR0005929	03-05-2026	MANDI001	Cotton	PBW-343	468.93	46.893	46893	468.93	Quintal	137	FALSE	FALSE
ARR0021028	24-02-2026	MANDI001	Sugarcane	Local	168.42	16.842	16842	16.842	Metric Tonne	98	FALSE	FALSE
ARR0003006	17-05-2026	MANDI001	Rice	Pusa-1121	356.6	35.66	35660	356.6	Quintal	96	FALSE	FALSE
ARR0010708	16-02-2026	MANDI001	Paddy	HD-2967	43.21	4.321	4321	4.321	Metric Tonne	20	FALSE	FALSE
ARR0011647	03-04-2026	MANDI001	Sugarcane	Hybrid	275.91	27.591	27591	275.91	Quintal	139	FALSE	FALSE
ARR0020895	26-03-2026	MANDI001	Sugarcane	Premium	235.4	23.54	23540	23540	Kilogram	127	FALSE	FALSE
ARR0023175	28-08-2026	MANDI001	Maize		197.94	19.794	19794	19794	Kilogram	100	FALSE	FALSE
ARR0002499	07-01-2026	MANDI001	Wheat	Premium	227.81	22.781	22781	22781	Kilogram	56	FALSE	FALSE
ARR0002039	06-05-2026	MANDI001	Rice		374.05	37.405	37405	37405	Kilogram	70	FALSE	FALSE
ARR0019366	02-07-2026	MANDI001	Sugarcane	Pusa-1121	284.8	28.48	28480	28480	Kilogram	83	FALSE	FALSE
ARR0020481	14-07-2026	MANDI001	Sugarcane	HD-2967	409.94	40.994	40994	409.94	Quintal		FALSE	FALSE
ARR0000599	22-02-2026	MANDI001	Paddy	HD-2967	64.84	6.484	6484	64.84	Quintal	142	FALSE	FALSE
ARR0004725	04-05-2026	MANDI001	Sugarcane		329.53	32.953	32953	32.953	Metric Tonne		FALSE	FALSE
ARR0000694	05-03-2026	MANDI001	Cotton	HD-2967	114.26	11.426	11426	114.26	Quintal	132	FALSE	FALSE
